Ano,Código da Área,Área de Avaliação,Grau Acadêmico,Código da IES,Nome da IES*,Sigla da IES*,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município**,Município do Curso**,Sigla da UF** ,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2021,2501.0,ARTES VISUAIS ,Licenciatura,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,151.0,Educação Presencial,5300108.0,Brasília,DF,54.0,41.0,45.814,3.771,61.907,3.947,3.903,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,52159.0,Educação Presencial,5300108.0,Brasília,DF,34.0,28.0,40.496,2.988,51.514,2.64,2.727,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,80419.0,Educação Presencial,2806701.0,São Cristóvão,SE,33.0,33.0,36.445,2.392,51.121,2.59,2.541,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,62512.0,Educação Presencial,1302603.0,Manaus,AM,27.0,23.0,43.569,3.441,54.447,3.009,3.117,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,112126.0,Educação a Distância,1302603.0,Manaus,AM,65.0,59.0,25.818,0.828,33.503,0.374,0.488,1,
2021,2501.0,ARTES VISUAIS ,Licenciatura,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,1103469.0,Educação Presencial,1303403.0,Parintins,AM,25.0,20.0,23.215,0.445,30.525,0.0,0.111,1,
2021,2501.0,ARTES VISUAIS ,Licenciatura,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,1105133.0,Educação Presencial,2211001.0,Teresina,PI,52.0,37.0,37.086,2.487,52.327,2.742,2.678,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,9.0,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,1146843.0,Educação Presencial,4113700.0,Londrina,PR,42.0,41.0,39.846,2.893,54.931,3.07,3.025,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,12.0,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pública Federal,1044.0,Educação Presencial,4315602.0,Rio Grande,RS,18.0,16.0,37.237,2.509,50.831,2.554,2.543,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,13.0,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,112356.0,Educação Presencial,4305108.0,Caxias do Sul,RS,21.0,18.0,38.122,2.639,50.122,2.465,2.508,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,17.0,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pública Federal,111378.0,Educação Presencial,3170206.0,Uberlândia,MG,34.0,30.0,45.536,3.73,62.633,4.038,3.961,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,19.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,21865.0,Educação Presencial,3509502.0,Campinas,SP,11.0,6.0,44.983,3.649,50.216,2.477,2.77,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,20.0,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,88502.0,Educação Presencial,4314100.0,Passo Fundo,RS,11.0,9.0,32.188,1.766,54.333,2.994,2.687,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,23.0,UNIVERSIDADE FEEVALE,FEEVALE,Universidade,Privada sem fins lucrativos,58330.0,Educação Presencial,4313409.0,Novo Hamburgo,RS,11.0,9.0,35.188,2.207,47.177,2.094,2.123,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,29.0,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,1152477.0,Educação a Distância,2304400.0,Fortaleza,CE,9.0,4.0,35.75,2.29,59.725,3.673,3.327,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,43.0,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UDESC,Universidade,Pública Estadual,117352.0,Educação Presencial,4205407.0,Florianópolis,SC,24.0,22.0,49.531,4.318,57.586,3.404,3.632,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,54.0,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Universidade,Pública Estadual,91972.0,Educação Presencial,3509502.0,Campinas,SP,24.0,15.0,54.16,5.0,70.273,5.0,5.0,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,56.0,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,94725.0,Educação Presencial,3550308.0,São Paulo,SP,61.0,53.0,52.147,4.703,68.262,4.747,4.736,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,56.0,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,1212284.0,Educação Presencial,3506003.0,Bauru,SP,30.0,28.0,42.089,3.223,64.85,4.317,4.044,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,57.0,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Universidade,Pública Estadual,5000539.0,Educação Presencial,4115200.0,Maringá,PR,43.0,38.0,42.807,3.329,58.636,3.536,3.484,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,76.0,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Universidade,Pública Municipal,1178043.0,Educação Presencial,4202404.0,Blumenau,SC,15.0,14.0,35.664,2.277,59.907,3.696,3.341,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,125.0,CENTRO UNIVERSITÁRIO DE ARARAS -,UNAR,Centro Universitário,Privada sem fins lucrativos,1143413.0,Educação a Distância,3503307.0,Araras,SP,560.0,316.0,26.819,0.975,39.41,1.117,1.082,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,150.0,UNIVERSIDADE DE SOROCABA,UNISO,Universidade,Privada sem fins lucrativos,1111550.0,Educação Presencial,3552205.0,Sorocaba,SP,14.0,14.0,37.164,2.498,54.457,3.01,2.882,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,206.0,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,Centro Universitário,Privada sem fins lucrativos,109871.0,Educação Presencial,3550308.0,São Paulo,SP,22.0,18.0,30.222,1.476,49.061,2.331,2.117,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,206.0,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,Centro Universitário,Privada sem fins lucrativos,1487895.0,Educação a Distância,3550308.0,São Paulo,SP,5.0,0.0,,,,,,SC,
2021,2501.0,ARTES VISUAIS ,Licenciatura,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,70395.0,Educação Presencial,3550308.0,São Paulo,SP,31.0,26.0,33.63,1.978,53.2,2.852,2.633,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,1321293.0,Educação a Distância,3550308.0,São Paulo,SP,178.0,121.0,32.897,1.87,44.751,1.789,1.809,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,265.0,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,Unifio,Centro Universitário,Privada sem fins lucrativos,23315.0,Educação Presencial,3534708.0,Ourinhos,SP,11.0,10.0,23.34,0.463,50.86,2.557,2.034,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,271.0,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Universidade,Privada sem fins lucrativos,6481.0,Educação Presencial,3541406.0,Presidente Prudente,SP,7.0,0.0,,,,,,SC,
2021,2501.0,ARTES VISUAIS ,Licenciatura,275.0,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Universidade,Privada sem fins lucrativos,101578.0,Educação Presencial,3549904.0,São José dos Campos,SP,10.0,8.0,37.525,2.551,54.0,2.952,2.852,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,298.0,Universidade Pitágoras Unopar Anhanguera,,Universidade,Privada com fins lucrativos,1266926.0,Educação a Distância,4113700.0,Londrina,PR,95.0,88.0,29.307,1.342,44.306,1.733,1.635,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,322.0,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,1285868.0,Educação a Distância,3550308.0,São Paulo,SP,465.0,314.0,29.834,1.419,42.334,1.485,1.469,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Universidade,Pública Estadual,92597.0,Educação Presencial,3143302.0,Montes Claros,MG,14.0,6.0,30.9,1.576,49.433,2.378,2.178,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,370.0,FACULDADE PAULISTA DE ARTES,FPA,Faculdade,Privada sem fins lucrativos,28184.0,Educação Presencial,3550308.0,São Paulo,SP,39.0,31.0,36.57,2.411,50.051,2.456,2.445,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Centro Universitário,Privada com fins lucrativos,111006.0,Educação Presencial,3550308.0,São Paulo,SP,82.0,67.0,42.307,3.255,54.841,3.058,3.108,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,383.0,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Universidade,Privada com fins lucrativos,52386.0,Educação Presencial,1501402.0,Belém,PA,51.0,0.0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador
2021,2501.0,ARTES VISUAIS ,Licenciatura,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Universidade,Privada com fins lucrativos,1314375.0,Educação a Distância,3550308.0,São Paulo,SP,172.0,127.0,32.898,1.87,44.672,1.779,1.802,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,461.0,CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO,FA-FAAP,Faculdade,Privada sem fins lucrativos,9600.0,Educação Presencial,3550308.0,São Paulo,SP,10.0,8.0,45.65,3.747,63.437,4.14,4.041,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,482.0,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Universidade,Privada sem fins lucrativos,119216.0,Educação Presencial,4204608.0,Criciúma,SC,17.0,14.0,34.428,2.095,59.171,3.603,3.226,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Universidade,Privada com fins lucrativos,1323001.0,Educação a Distância,3516200.0,Franca,SP,148.0,94.0,30.827,1.565,43.209,1.595,1.588,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Universidade,Pública Estadual,111889.0,Educação Presencial,3304557.0,Rio de Janeiro,RJ,76.0,52.0,37.363,2.527,62.29,3.995,3.628,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Universidade,Pública Federal,11462.0,Educação Presencial,2111300.0,São Luís,MA,49.0,42.0,36.823,2.448,52.097,2.713,2.647,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Universidade,Pública Federal,1153642.0,Educação a Distância,2111300.0,São Luís,MA,16.0,15.0,28.213,1.181,47.44,2.127,1.891,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,569.0,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Universidade,Pública Federal,114907.0,Educação Presencial,1501402.0,Belém,PA,38.0,0.0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador
2021,2501.0,ARTES VISUAIS ,Licenciatura,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Universidade,Pública Federal,95667.0,Educação Presencial,2408102.0,Natal,RN,46.0,40.0,47.54,4.025,60.392,3.757,3.824,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pública Federal,116522.0,Educação Presencial,4106902.0,Curitiba,PR,15.0,10.0,41.79,3.179,57.41,3.381,3.331,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,52472.0,Educação Presencial,3205309.0,Vitória,ES,73.0,48.0,41.689,3.164,60.25,3.739,3.595,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,116892.0,Educação a Distância,3205309.0,Vitória,ES,1.0,0.0,,,,,,SC,
2021,2501.0,ARTES VISUAIS ,Licenciatura,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,1112914.0,Educação Presencial,3205309.0,Vitória,ES,33.0,24.0,42.854,3.335,55.65,3.16,3.204,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Pública Federal,12943.0,Educação Presencial,3106200.0,Belo Horizonte,MG,37.0,30.0,45.636,3.745,65.28,4.371,4.215,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,1153951.0,Educação Presencial,3136702.0,Juiz de Fora,MG,30.0,17.0,42.982,3.354,62.064,3.967,3.814,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,578.0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pública Federal,13312.0,Educação Presencial,2927408.0,Salvador,BA,5.0,4.0,45.5,3.725,60.525,3.773,3.761,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,579.0,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Universidade,Pública Federal,107438.0,Educação Presencial,2507507.0,João Pessoa,PB,13.0,10.0,47.83,4.068,56.87,3.313,3.502,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,23910.0,Educação Presencial,2611606.0,Recife,PE,40.0,38.0,38.607,2.71,54.71,3.042,2.959,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Universidade,Pública Federal,116768.0,Educação Presencial,4314902.0,Porto Alegre,RS,43.0,35.0,52.417,4.743,66.42,4.515,4.572,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Universidade,Pública Federal,84840.0,Educação Presencial,4316907.0,Santa Maria,RS,16.0,12.0,35.55,2.26,54.975,3.075,2.871,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,21990.0,Educação Presencial,5208707.0,Goiânia,GO,20.0,17.0,36.311,2.373,62.723,4.05,3.63,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,1147017.0,Educação a Distância,5208707.0,Goiânia,GO,31.0,22.0,34.268,2.072,50.436,2.504,2.396,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,1151733.0,Educação a Distância,2611606.0,Recife,PE,24.0,21.0,32.185,1.765,42.861,1.551,1.605,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,600.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103310.0,Educação Presencial,2111300.0,São Luís,MA,11.0,10.0,32.63,1.831,42.54,1.511,1.591,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,610.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DO RIO DE JANEIRO,UNINASSAU,Centro Universitário,Privada com fins lucrativos,14768.0,Educação Presencial,3304557.0,Rio de Janeiro,RJ,16.0,12.0,38.816,2.741,55.916,3.194,3.08,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,634.0,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Universidade,Pública Federal,31978.0,Educação Presencial,4314407.0,Pelotas,RS,44.0,41.0,34.821,2.153,51.507,2.639,2.517,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Universidade,Pública Municipal,1152588.0,Educação a Distância,3554102.0,Taubaté,SP,21.0,15.0,38.106,2.637,48.973,2.32,2.399,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Universidade,Pública Municipal,1321343.0,Educação a Distância,3554102.0,Taubaté,SP,12.0,8.0,41.35,3.114,68.05,4.72,4.318,5,
2021,2501.0,ARTES VISUAIS ,Licenciatura,671.0,UNIVERSIDADE ANHANGUERA,UNIDERP,Universidade,Privada com fins lucrativos,1404178.0,Educação a Distância,5002704.0,Campo Grande,MS,12.0,10.0,29.07,1.307,37.9,0.927,1.022,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,36348.0,Educação Presencial,5002704.0,Campo Grande,MS,18.0,17.0,45.37,3.706,60.782,3.806,3.781,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,123567.0,Educação Presencial,1100205.0,Porto Velho,RO,9.0,8.0,20.687,0.073,42.887,1.555,1.184,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,1404229.0,Educação a Distância,5102504.0,Cáceres,MT,21.0,18.0,34.927,2.169,43.066,1.577,1.725,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,730.0,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Universidade,Pública Estadual,63886.0,Educação Presencial,4119905.0,Ponta Grossa,PR,27.0,18.0,41.505,3.137,59.688,3.668,3.535,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,746.0,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Universidade,Pública Estadual,1154848.0,Educação Presencial,2307304.0,Juazeiro do Norte,CE,35.0,29.0,32.368,1.792,46.965,2.068,1.999,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,789.0,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,1156313.0,Educação Presencial,1400100.0,Boa Vista,RR,9.0,9.0,20.188,0.0,41.4,1.367,1.025,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,830.0,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,102702.0,Educação Presencial,1600303.0,Macapá,AP,58.0,34.0,36.555,2.408,45.776,1.918,2.041,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,953.0,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,100738.0,Educação a Distância,3548500.0,Santos,SP,62.0,50.0,31.488,1.663,44.868,1.804,1.768,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,39550.0,Educação Presencial,3106200.0,Belo Horizonte,MG,26.0,12.0,36.225,2.36,57.508,3.394,3.135,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,84006.0,Educação Presencial,3106200.0,Belo Horizonte,MG,25.0,18.0,39.077,2.78,58.494,3.518,3.333,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,1427707.0,Educação a Distância,4115200.0,Maringá,PR,21.0,20.0,30.76,1.555,47.685,2.158,2.007,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,111734.0,Educação a Distância,4207502.0,Indaial,SC,247.0,174.0,33.841,2.009,42.91,1.558,1.67,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Centro Universitário,Privada com fins lucrativos,1333079.0,Educação a Distância,4106902.0,Curitiba,PR,736.0,538.0,30.612,1.534,45.508,1.884,1.797,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1788.0,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,FAAL,Faculdade,Privada com fins lucrativos,99238.0,Educação Presencial,3526902.0,Limeira,SP,23.0,19.0,38.231,2.655,48.252,2.229,2.336,3,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1807.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",IFCE,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,120080.0,Educação Presencial,2304400.0,Fortaleza,CE,29.0,16.0,42.625,3.302,58.6,3.531,3.474,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1811.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1314353.0,Educação Presencial,5208905.0,Goiás,GO,11.0,8.0,27.362,1.055,44.45,1.751,1.577,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,1908.0,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,Faculdade,Privada sem fins lucrativos,1284746.0,Educação Presencial,3205002.0,Serra,ES,4.0,3.0,39.633,2.861,42.3,1.481,1.826,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,3151.0,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,70694.0,Educação Presencial,4204202.0,Chapecó,SC,15.0,13.0,40.753,3.026,60.846,3.814,3.617,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,3294.0,CENTRO UNIVERSITÁRIO FAVENI,UNIFAVENI,Centro Universitário,Privada com fins lucrativos,1501312.0,Educação a Distância,3518800.0,Guarulhos,SP,36.0,19.0,21.352,0.171,32.605,0.261,0.239,1,
2021,2501.0,ARTES VISUAIS ,Licenciatura,3336.0,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,Universidade,Pública Estadual,86685.0,Educação Presencial,4312401.0,Montenegro,RS,2.0,1.0,,,,,,SC,
2021,2501.0,ARTES VISUAIS ,Licenciatura,3984.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,116962.0,Educação Presencial,2918407.0,Juazeiro,BA,26.0,19.0,40.831,3.038,54.152,2.972,2.988,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,14724.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,120114.0,Educação Presencial,4117602.0,Palmas,PR,20.0,14.0,24.228,0.594,40.607,1.268,1.099,2,
2021,2501.0,ARTES VISUAIS ,Licenciatura,18440.0,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Universidade,Pública Federal,1262447.0,Educação Presencial,1504208.0,Marabá,PA,28.0,0.0,,,,,,,Curso para o qual estatisticamente não foi possível calcular o indicador
2021,2501.0,ARTES VISUAIS ,Licenciatura,18492.0,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,70536.0,Educação Presencial,4106902.0,Curitiba,PR,54.0,45.0,46.051,3.806,59.702,3.67,3.704,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,18492.0,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,1155133.0,Educação Presencial,4106902.0,Curitiba,PR,23.0,15.0,44.853,3.63,62.1,3.971,3.886,4,
2021,2501.0,ARTES VISUAIS ,Licenciatura,18506.0,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Universidade,Pública Federal,1276412.0,Educação Presencial,2928109.0,Santa Maria da Vitória,BA,30.0,26.0,30.061,1.453,45.25,1.852,1.752,2,
2021,4004.0,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1.0,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,36.0,Educação Presencial,5103403.0,Cuiabá,MT,41.0,36.0,38.841,2.735,39.98,2.681,2.695,3,
2021,4004.0,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,1.0,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,112846.0,Educação Presencial,5101803.0,Barra do Garças,MT,23.0,19.0,41.721,3.151,38.0,2.45,2.625,3,
2021,4004.0,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,127.0,Educação Presencial,5300108.0,Brasília,DF,112.0,85.0,45.089,3.637,50.215,3.876,3.816,4,
2021,4005.0,CIÊNCIA DA COMPUTAÇÃO ,Licenciatura,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,18032.0,Educação Presencial,5300108.0,Brasília,DF,60.0,39.0,42.212,4.308,43.628,4.476,4.434,5,
2021,4004.0,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,317.0,Educação Presencial,2806701.0,São Cristóvão,SE,99.0,82.0,39.869,2.883,42.664,2.994,2.967,4,
2021,4004.0,CIÊNCIA DA COMPUTAÇÃO ,Bacharelado,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,62484.0,Educação Presencial,1302603.0,Manaus,AM,52.0,44.0,44.122,3.498,48.99,3.733,3.674,4,
